geo_point_2d,geo_shape,name,parktype,postcode,surfacetype,wickettype,melref,latitude,longitude,easting,northing,projection,googlemaps_drive_to
"-38.083061232484546, 145.27314173306075","{""coordinates"": [[[[145.2739466869, -38.0831170922], [145.2739393223, -38.0830520992], [145.2739383389, -38.0830260407], [145.2739208878, -38.0829584662], [145.2739161327, -38.0829328029], [145.2739061818, -38.0829002143], [145.2738994785, -38.0828749729], [145.2738832043, -38.0828397681], [145.2738746669, -38.0828149504], [145.2738612726, -38.0827930352], [145.2738507827, -38.0827688196], [145.2738402437, -38.0827515423], [145.2738280252, -38.0827281124], [145.2738083984, -38.0827045736], [145.2737943351, -38.0826820178], [145.2737751387, -38.0826595667], [145.2737594565, -38.0826379784], [145.2737370455, -38.0826164714], [145.2737197423, -38.0825959406], [145.2736740909, -38.0825542662], [145.2736539908, -38.0825363078], [145.2736072501, -38.0824973209], [145.273583988, -38.0824829207], [145.2735505725, -38.0824590891], [145.2735262486, -38.0824462053], [145.2734813446, -38.08242608], [145.2734560708, -38.0824148043], [145.273425086, -38.0823991191], [145.2733990881, -38.082389545], [145.2733271511, -38.0823699235], [145.2732997957, -38.0823647452], [145.2732679979, -38.0823545452], [145.2732357076, -38.0823507362], [145.2731930229, -38.0823428994], [145.2731622838, -38.0823410057], [145.2731151537, -38.08233797], [145.273079501, -38.0823365447], [145.2730176444, -38.0823391501], [145.2729750616, -38.0823463644], [145.2729366009, -38.0823528283], [145.2729051542, -38.0823567818], [145.2728788273, -38.0823660374], [145.2728370105, -38.0823746147], [145.2728114432, -38.0823855035], [145.2727847468, -38.0823959252], [145.2727590046, -38.0824045585], [145.2727304571, -38.0824161245], [145.272706751, -38.082430285], [145.272656657, -38.0824514471], [145.2726360595, -38.0824691679], [145.2725888414, -38.0824989335], [145.2725696328, -38.0825157734], [145.2725405142, -38.0825370637], [145.2725227088, -38.0825572587], [145.2725006206, -38.0825801843], [145.2724843832, -38.0826015738], [145.2724538916, -38.0826327568], [145.2724237079, -38.0826847616], [145.2724099462, -38.0827075393], [145.2723944495, -38.0827507481], [145.2723845679, -38.0827735795], [145.2723680367, -38.0828359038], [145.272359612, -38.0828609008], [145.272355886, -38.0828957584], [145.2723548798, -38.0829217326], [145.2723514749, -38.082949183], [145.2723468738, -38.0829748926], [145.2723510902, -38.083037947], [145.2723504752, -38.0830640722], [145.2723594161, -38.0831395422], [145.2723627972, -38.0831654558], [145.2723730241, -38.0831961567], [145.2723792263, -38.0832217237], [145.2724096105, -38.0832955796], [145.2724196436, -38.0833200928], [145.2724361517, -38.0833462887], [145.2724480867, -38.0833657912], [145.2724598091, -38.0833893386], [145.2724725832, -38.0834123956], [145.2724859335, -38.0834351352], [145.2725003097, -38.0834573782], [145.272518546, -38.0834790035], [145.2725341273, -38.083500016], [145.2725525125, -38.0835185967], [145.2725697152, -38.0835384021], [145.2725922103, -38.0835592758], [145.272611663, -38.0835782544], [145.2726307977, -38.0835962172], [145.2726525041, -38.0836145046], [145.2726713061, -38.0836310188], [145.2726935247, -38.0836474236], [145.272719018, -38.0836640021], [145.2727422111, -38.0836789287], [145.2727668342, -38.0836934553], [145.2727909186, -38.0837067019], [145.2728170999, -38.0837179949], [145.2728421326, -38.0837296305], [145.2728934582, -38.0837478722], [145.2729194482, -38.0837571249], [145.2729531931, -38.083767924], [145.2729802971, -38.083775435], [145.2730399603, -38.0837882353], [145.2730676315, -38.0837922575], [145.273130939, -38.0837991775], [145.273183327, -38.0838030766], [145.2732132732, -38.0838038562], [145.2732365638, -38.0838025811], [145.2732624801, -38.0838000429], [145.2732981604, -38.0837754015], [145.2734884967, -38.0836293486], [145.2735782902, -38.0837042043], [145.2736214885, -38.08369024], [145.273644891, -38.0836744527], [145.2736828415, -38.0836460825], [145.2737066702, -38.0836315632], [145.2737288533, -38.0836094498], [145.2737476463, -38.0835908913], [145.2737672413, -38.0835721644], [145.273784426, -38.0835541229], [145.2738026808, -38.0835342048], [145.2738217886, -38.083511956], [145.2738384754, -38.0834908433], [145.2738534529, -38.083464839], [145.2738684533, -38.0834427102], [145.2738748653, -38.0834221674], [145.2738882912, -38.0833991143], [145.2739001193, -38.0833761277], [145.2739039797, -38.0833525736], [145.273914147, -38.08332749], [145.2739195738, -38.0833003541], [145.2739289177, -38.0832763398], [145.2739308575, -38.0832520365], [145.2739339625, -38.0832266688], [145.2739394846, -38.0831954791], [145.2739445356, -38.0831697796], [145.2739435713, -38.0831429103], [145.2739466869, -38.0831170922]]]], ""type"": ""MultiPolygon""}",Oval 1 - Lawson Poole Reserve,Oval,3977,Turf,Synthetic,129G10,-38.08311709,145.2739467,348552,5783561,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.083117092231774,145.2739466868699/@your+location,17z/data=!4m2!4m1!3e0"
"-38.05657341917159, 145.25062551404832","{""coordinates"": [[[[145.2507519493, -38.0559446337], [145.2507096848, -38.0559407007], [145.2506670599, -38.0559394772], [145.2506242571, -38.0559409682], [145.2505814596, -38.0559451675], [145.2505388508, -38.055952057], [145.2504966131, -38.0559616073], [145.2504549273, -38.0559737774], [145.250413972, -38.0559885153], [145.2503739226, -38.0560057578], [145.2503349504, -38.0560254311], [145.2502972225, -38.056047451], [145.2502609003, -38.0560717231], [145.2502261395, -38.0560981435], [145.2501930888, -38.0561265991], [145.2501618897, -38.0561569681], [145.2501326759, -38.0561891204], [145.2501055725, -38.0562229183], [145.2500806956, -38.0562582171], [145.2500581516, -38.0562948656], [145.2500380371, -38.0563327069], [145.2500204382, -38.056371579], [145.2500054304, -38.0564113154], [145.2499930778, -38.056451746], [145.2499834334, -38.0564926976], [145.2499765384, -38.0565339948], [145.2499724225, -38.0565754609], [145.2499711032, -38.0566169183], [145.2499725862, -38.0566581893], [145.2499768651, -38.0566990974], [145.2499839217, -38.0567394673], [145.2499937256, -38.0567791262], [145.250006235, -38.0568179042], [145.2500213963, -38.0568556353], [145.2500391445, -38.0568921578], [145.2500594037, -38.0569273155], [145.2500820871, -38.0569609578], [145.2501070975, -38.0569929406], [145.250134328, -38.0570231269], [145.2501636618, -38.0570513874], [145.2501949733, -38.0570776013], [145.2502281286, -38.0571016561], [145.2502629855, -38.0571234489], [145.2502993949, -38.0571428865], [145.2503372008, -38.0571598854], [145.2503762413, -38.057174373], [145.2504163492, -38.0571862872], [145.2504573529, -38.057195577], [145.2504990767, -38.0572022027], [145.2505413419, -38.0572061357], [145.2505839675, -38.0572073593], [145.2506267711, -38.0572058683], [145.2506695693, -38.057201669], [145.2507121788, -38.0571947795], [145.2507544172, -38.0571852292], [145.2507961036, -38.0571730589], [145.2508370595, -38.0571583209], [145.2508771095, -38.0571410783], [145.2509160821, -38.0571214048], [145.2509538104, -38.0570993848], [145.2509901329, -38.0570751125], [145.251024894, -38.0570486918], [145.2510579448, -38.057020236], [145.2510891439, -38.0569898667], [145.2511183576, -38.0569577142], [145.2511454608, -38.0569239161], [145.2511703375, -38.0568886171], [145.2511928811, -38.0568519683], [145.2512129952, -38.0568141268], [145.2512305936, -38.0567752545], [145.2512456008, -38.0567355179], [145.2512579528, -38.0566950872], [145.2512675965, -38.0566541355], [145.2512744908, -38.0566128382], [145.251278606, -38.056571372], [145.2512799245, -38.0565299147], [145.2512784408, -38.0564886436], [145.2512741612, -38.0564477356], [145.2512671039, -38.0564073657], [145.2512572993, -38.0563677069], [145.2512447893, -38.056328929], [145.2512296275, -38.0562911981], [145.2512118788, -38.0562546757], [145.2511916192, -38.0562195182], [145.2511689355, -38.0561858761], [145.2511439249, -38.0561538936], [145.2511166943, -38.0561237075], [145.2510873605, -38.0560954472], [145.251056049, -38.0560692336], [145.251022894, -38.056045179], [145.2509880373, -38.0560233863], [145.2509516283, -38.056003949], [145.2509138228, -38.0559869503], [145.2508747828, -38.0559724629], [145.2508346754, -38.0559605488], [145.2507936724, -38.0559512592], [145.2507519493, -38.0559446337]]]], ""type"": ""MultiPolygon""}",Oval - Banjo Paterson Reserve,Oval,3975,Turf,Turf,129D1,-38.05594463,145.2507519,346522,5786464,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.055944633687886,145.25075194930366/@your+location,17z/data=!4m2!4m1!3e0"
"-38.216868080887096, 145.3870402326953","{""coordinates"": [[[[145.3863359949, -38.2163578745], [145.3862969095, -38.2163876103], [145.3862460395, -38.2164519622], [145.3862058559, -38.2165293654], [145.3861655704, -38.2166154663], [145.3861581951, -38.21670204], [145.3861526718, -38.2167910554], [145.3861694177, -38.216886179], [145.3861999292, -38.2169993352], [145.3862572774, -38.2170972701], [145.3863018164, -38.2171590141], [145.386355576, -38.2172339777], [145.3864391497, -38.2173133485], [145.3865229583, -38.2173820887], [145.3866209106, -38.217436244], [145.3867235652, -38.2174791992], [145.3868444658, -38.2175183498], [145.3869229585, -38.2175381731], [145.3869921205, -38.2175511994], [145.3871164761, -38.2175580452], [145.3872294825, -38.2175512173], [145.3873121199, -38.2175437016], [145.3873977241, -38.2175250128], [145.3874938498, -38.2175024919], [145.3875879099, -38.2174690891], [145.3876690353, -38.2174247665], [145.3877359039, -38.2173823476], [145.3877919927, -38.2173311298], [145.387839343, -38.2172662651], [145.3878886824, -38.2171889013], [145.3879210684, -38.217129238], [145.3879309706, -38.2170687251], [145.3879261975, -38.2169796238], [145.3879210656, -38.2169016019], [145.3878992639, -38.2168232609], [145.3878631713, -38.2167144442], [145.3878285622, -38.2166471019], [145.387795771, -38.2165957352], [145.3877381438, -38.2165051868], [145.3876763101, -38.2164396331], [145.3875898361, -38.2163777962], [145.3875140489, -38.2163337691], [145.3874543106, -38.2163026689], [145.387351397, -38.2162611526], [145.3872784662, -38.2162378014], [145.387205023, -38.2162169664], [145.3870805721, -38.2161886715], [145.3869808551, -38.2161782893], [145.3868928149, -38.2161770792], [145.3867957429, -38.2161821953], [145.3867020495, -38.2161982064], [145.3866135696, -38.216227311], [145.386524975, -38.2162563724], [145.3864140728, -38.2163068709], [145.3863359949, -38.2163578745]]]], ""type"": ""MultiPolygon""}",Oval - Rutter Park,Oval,3980,Turf,Synthetic,144C4,-38.21635787,145.386336,358800,5768894,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.21635787454837,145.3863359949361/@your+location,17z/data=!4m2!4m1!3e0"
"-38.00766460749638, 145.31390110537725","{""coordinates"": [[[[145.3143168612, -38.0072228482], [145.3135092836, -38.007206361], [145.3134899589, -38.0081093499], [145.3142889967, -38.0081231054], [145.3143168612, -38.0072228482]]]], ""type"": ""MultiPolygon""}",Soccer Pitch 1 - Prospect Hill Recreation Reserve,Soccer,3805,Turf,Na,110G1,-38.00722285,145.3143169,351975,5791994,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.007222848193095,145.31431686121127/@your+location,17z/data=!4m2!4m1!3e0"
"-38.07056934694263, 145.31606472399724","{""coordinates"": [[[[145.3161311585, -38.0698531846], [145.3160032235, -38.0698545954], [145.3158807415, -38.0698816778], [145.3157414448, -38.0699311389], [145.3156508496, -38.0699844521], [145.3155536277, -38.0700632638], [145.3154659568, -38.070167986], [145.3154087143, -38.0702650058], [145.3153590311, -38.0703790156], [145.3153274139, -38.0705061328], [145.3153334177, -38.070628484], [145.3153449739, -38.0707458939], [145.3153826708, -38.0708716991], [145.3154474039, -38.0709769343], [145.3155265494, -38.0710671745], [145.3156421726, -38.0711602993], [145.3157691752, -38.0712195247], [145.3159098711, -38.0712682227], [145.3160498686, -38.0712827557], [145.3161723043, -38.0712727048], [145.316305191, -38.07124434], [145.3164258772, -38.0711939533], [145.3165157349, -38.071133061], [145.3166069566, -38.0710524503], [145.316675634, -38.0709607023], [145.3167312729, -38.070850924], [145.3167790061, -38.0707279653], [145.3168000632, -38.0705901152], [145.3167924534, -38.0704695177], [145.3167693786, -38.0703472568], [145.3167355355, -38.070247191], [145.3166645655, -38.0701555151], [145.3165932852, -38.0700674394], [145.3164894504, -38.0699772751], [145.3163816068, -38.0699177837], [145.3162525372, -38.0698742094], [145.3161311585, -38.0698531846]]]], ""type"": ""MultiPolygon""}",Oval 1 - Berwick Springs Rec Reserve,Oval,3805,Turf,Synthetic,130G6,-38.06985318,145.3161312,352291,5785018,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.06985318459861,145.31613115845232/@your+location,17z/data=!4m2!4m1!3e0"
"-37.98760602132914, 145.23131236534905","{""coordinates"": [[[[145.2318815908, -37.9871309063], [145.2311585516, -37.9869993278], [145.2307264155, -37.988051585], [145.2314854221, -37.9882188185], [145.2318815908, -37.9871309063]]]], ""type"": ""MultiPolygon""}",Rugby Field 2 - Betula Reserve,Rugby,3177,Turf,Na,90H8,-37.98713091,145.2318816,344681,5794085,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-37.98713090627523,145.231881590811/@your+location,17z/data=!4m2!4m1!3e0"
"-37.98773719058861, 145.23205342300705","{""coordinates"": [[[[145.2326427901, -37.9872848251], [145.2318815908, -37.9871309063], [145.2314943006, -37.988218952], [145.2321813364, -37.9883521986], [145.2326427901, -37.9872848251]]]], ""type"": ""MultiPolygon""}",Rugby Field 1 - Betula Reserve,Rugby,3177,Turf,Na,90H8,-37.98728483,145.2326428,344748,5794071,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-37.98728482512729,145.2326427901219/@your+location,17z/data=!4m2!4m1!3e0"
"-38.13451480254231, 145.2933293849974","{""coordinates"": [[[[145.2934593957, -38.1337632693], [145.2933092241, -38.1337514152], [145.2931902694, -38.1337720004], [145.2930962579, -38.1337963019], [145.2929371556, -38.133867696], [145.2928726861, -38.1339108703], [145.2928207181, -38.1339622466], [145.2927737787, -38.1340157011], [145.2927189926, -38.1340790668], [145.2926664172, -38.1341565], [145.2926311851, -38.134252231], [145.2926004211, -38.1343740928], [145.2925839102, -38.1344303604], [145.2925802497, -38.1345747821], [145.2925928502, -38.1347072393], [145.2926297095, -38.134826081], [145.292695627, -38.134945355], [145.2927662882, -38.1350487112], [145.2928580667, -38.1351301293], [145.2929749355, -38.1352095181], [145.2930900949, -38.1352615757], [145.2932153103, -38.1352987253], [145.2933210425, -38.1353002623], [145.2934311767, -38.1352793335], [145.2935501595, -38.1352360939], [145.2936737871, -38.1351640906], [145.2938013565, -38.1350690769], [145.2939048578, -38.1349697685], [145.293980104, -38.1348806973], [145.2940357336, -38.1347562948], [145.2940749022, -38.1346409853], [145.2940900416, -38.1345164856], [145.2940856443, -38.1343753251], [145.2940336601, -38.1341879427], [145.2939827446, -38.1340885394], [145.2938915085, -38.1339753563], [145.2938098379, -38.1338970866], [145.2936817274, -38.1338277965], [145.2935775343, -38.1337877718], [145.2934593957, -38.1337632693]]]], ""type"": ""MultiPolygon""}",Oval - Junction Village Rec Reserve,Oval,3977,Turf,Synthetic,134B12,-38.13376327,145.2934594,350428,5777884,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.133763269342836,145.2934593956928/@your+location,17z/data=!4m2!4m1!3e0"
"-37.990715697651765, 145.30697334950418","{""coordinates"": [[[[145.3065607824, -37.9899884825], [145.3059030783, -37.9901907893], [145.3058277656, -37.9902025912], [145.3057363027, -37.9902283832], [145.3060116067, -37.9903587134], [145.3062780323, -37.9905087253], [145.3065032359, -37.9906885131], [145.3066630681, -37.9908835806], [145.3067843151, -37.991077912], [145.3068581073, -37.9912702572], [145.306914217, -37.9914718824], [145.3069457675, -37.9917391239], [145.3078324648, -37.9913056991], [145.307820958, -37.9911681918], [145.3071222396, -37.9899700733], [145.3067992469, -37.9899064443], [145.3065607824, -37.9899884825]]]], ""type"": ""MultiPolygon""}",Dog Club - Kalora Park,Other,3804,Turf,Na,1.08E+10,-37.98998848,145.3065608,351316,5793852,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-37.9899884825352,145.30656078236237/@your+location,17z/data=!4m2!4m1!3e0"
"-38.040651146526145, 145.33069920042874","{""coordinates"": [[[[145.3304053471, -38.0401379159], [145.3302134095, -38.0410713561], [145.3310001017, -38.04116327], [145.3311785459, -38.0402264539], [145.3304053471, -38.0401379159]]]], ""type"": ""MultiPolygon""}",Soccer Pitch 3 - Sweeney Reserve (Full Synthetic),Soccer,3806,Synthetic,Na,110K10,-38.04013792,145.3304053,353515,5788361,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.040137915891236,145.33040534711222/@your+location,17z/data=!4m2!4m1!3e0"
"-38.07375794563996, 145.33699977938045","{""coordinates"": [[[[145.3379997838, -38.0733162233], [145.3377719037, -38.0733109267], [145.3377333696, -38.0733110124], [145.3376364502, -38.0732917076], [145.3376328835, -38.0732780492], [145.3375861774, -38.0732211544], [145.3374892306, -38.0731476878], [145.3373263244, -38.0730613093], [145.3371754047, -38.0730059963], [145.33707917, -38.0729816541], [145.3369771161, -38.0729726516], [145.3368813386, -38.0729809246], [145.3367912682, -38.0729958881], [145.3367114474, -38.0730219714], [145.3366457437, -38.0730573413], [145.3365722358, -38.073106677], [145.3364903906, -38.0731716641], [145.3361757719, -38.0731372195], [145.3361469463, -38.0732982564], [145.3360966314, -38.0736219712], [145.3360402988, -38.0739749653], [145.3360081145, -38.0742029294], [145.3362223149, -38.0742177746], [145.3363104303, -38.0742481705], [145.336367667, -38.0742810235], [145.3364249725, -38.0743300882], [145.3364780603, -38.0743757243], [145.3366290756, -38.0744561079], [145.3368357245, -38.074481322], [145.3370076525, -38.074500878], [145.3372073593, -38.0745173443], [145.3373915651, -38.0744644463], [145.3375654722, -38.0743662971], [145.3378447694, -38.0743236515], [145.3379112435, -38.0738821179], [145.337987593, -38.0734365417], [145.3379997838, -38.0733162233]]]], ""type"": ""MultiPolygon""}",Grices Road Reserve Soccer Pitch 1 & 2 /Cricket,Sport,3806,Turf,Na,131B7,-38.07331622,145.3379998,354135,5784698,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.073316223280386,145.33799978379758/@your+location,17z/data=!4m2!4m1!3e0"
"-38.06533837580732, 145.30992149241607","{""coordinates"": [[[[145.3093735026, -38.0653172207], [145.3097251268, -38.065743486], [145.3104728904, -38.0653564031], [145.3101133419, -38.0649347293], [145.3093735026, -38.0653172207]]]], ""type"": ""MultiPolygon""}",Soccer Pitch 2 - Hillsmeade Soccer Reserve,Soccer,3805,Turf,Na,130F5,-38.06531722,145.3093735,351742,5785588,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.06531722065996,145.3093735025586/@your+location,17z/data=!4m2!4m1!3e0"
"-38.074499088767105, 145.26801556915098","{""coordinates"": [[[[145.2683074622, -38.0738439607], [145.2682391311, -38.0738279362], [145.2681665717, -38.0738199007], [145.2680856156, -38.0738245211], [145.2680083784, -38.0738405911], [145.2679326766, -38.0738661919], [145.2678714263, -38.0738952542], [145.2677998175, -38.0739346697], [145.2677337231, -38.0739736604], [145.2676880919, -38.0740082086], [145.267623422, -38.074066619], [145.2675818455, -38.074106085], [145.2675399091, -38.0741585353], [145.2674976479, -38.074223703], [145.267454844, -38.0743085458], [145.2674165789, -38.0743903774], [145.267391012, -38.0744670195], [145.2673777565, -38.0745200231], [145.2673728386, -38.0745763149], [145.2673681258, -38.0746242726], [145.2673692613, -38.0746837163], [145.267374445, -38.0747432174], [145.2673915051, -38.0748205993], [145.2674125581, -38.0748820199], [145.2674395298, -38.0749418006], [145.267468945, -38.0749855886], [145.2675087604, -38.0750377257], [145.2675618521, -38.075077314], [145.2676229155, -38.0751156629], [145.267682441, -38.0751427495], [145.2677669392, -38.0751712811], [145.2678704794, -38.0751785815], [145.2679551638, -38.0751726227], [145.2680321294, -38.0751559148], [145.2681100366, -38.0751297564], [145.2681716875, -38.075096961], [145.2682313996, -38.0750593608], [145.2682995083, -38.0750137736], [145.2683657921, -38.0749633833], [145.2684321128, -38.0749065951], [145.2684885201, -38.0748399281], [145.2685410499, -38.0747636514], [145.2685772843, -38.0746919108], [145.2686138969, -38.0746041348], [145.2686401776, -38.074524227], [145.2686542644, -38.0744441395], [145.2686680472, -38.0743769345], [145.2686759334, -38.0742875126], [145.2686650643, -38.0742280028], [145.2686420144, -38.0741639983], [145.2686065816, -38.0740965828], [145.2685778174, -38.0740395614], [145.268530648, -38.0739806353], [145.2684969657, -38.0739494873], [145.2684493694, -38.0739128683], [145.2684035964, -38.0738829188], [145.2683515833, -38.0738593116], [145.2683074622, -38.0738439607]]]], ""type"": ""MultiPolygon""}",Oval - Lyndhurst Secondary College Oval,Oval,3977,Turf,Synthetic,129G7,-38.07384396,145.2683075,348085,5784504,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.073843960699385,145.26830746223345/@your+location,17z/data=!4m2!4m1!3e0"
"-38.08449398639754, 145.2750791699269","{""coordinates"": [[[[145.2748334594, -38.0840255279], [145.2747126361, -38.0840434895], [145.2746341987, -38.0840723469], [145.2745652718, -38.0841282891], [145.2745202551, -38.0841807975], [145.2744790566, -38.0842552598], [145.2744647041, -38.0843335782], [145.2744548267, -38.084404609], [145.2744625013, -38.0844627512], [145.2744810264, -38.0845263158], [145.2744982694, -38.0845789071], [145.2745384038, -38.0846403547], [145.274612893, -38.0847214188], [145.2746761368, -38.0847846753], [145.2747497368, -38.0848379541], [145.2748147598, -38.0848795265], [145.2748993006, -38.0849212044], [145.2749700873, -38.0849453762], [145.2750566111, -38.0849581766], [145.2751437862, -38.0849677027], [145.27522242, -38.0849713529], [145.2753081747, -38.084960586], [145.275368218, -38.0849484787], [145.2754485271, -38.0849260557], [145.2754993957, -38.0849005225], [145.2755673964, -38.0848596173], [145.2756121733, -38.0848192195], [145.2756503203, -38.0847686585], [145.2756792878, -38.0847155284], [145.2756886715, -38.0846438534], [145.2756995089, -38.0845758513], [145.275690791, -38.0844880876], [145.2756811013, -38.0844416931], [145.2756624323, -38.0843842124], [145.2756342981, -38.0843363301], [145.2755670537, -38.0842489245], [145.2755193432, -38.0842017748], [145.2754468371, -38.084167457], [145.2753712605, -38.0841279574], [145.2752681371, -38.0840913877], [145.2751785887, -38.0840690756], [145.2750583594, -38.0840472142], [145.2749602982, -38.0840329777], [145.2748334594, -38.0840255279]]]], ""type"": ""MultiPolygon""}",Oval 2 - Lawson Poole Reserve,Oval,3977,Turf,Synthetic,129H10,-38.08402553,145.2748335,348725,5783406,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.08402552791678,145.27483345936045/@your+location,17z/data=!4m2!4m1!3e0"
"-38.08894879347525, 145.2762872049231","{""coordinates"": [[[[145.2758566017, -38.0884210981], [145.2758314874, -38.0886023726], [145.275809406, -38.0886735119], [145.2757557997, -38.0889666171], [145.2757144827, -38.0890679735], [145.2757101793, -38.0890980223], [145.2757528882, -38.0890812915], [145.2757918756, -38.0890750452], [145.2758286944, -38.0890747005], [145.2758553596, -38.0890796035], [145.2758621258, -38.0891056559], [145.2758573572, -38.0891546775], [145.2758584395, -38.0891922012], [145.2758657137, -38.0892281792], [145.2758811139, -38.0892634701], [145.2758487547, -38.0892893002], [145.2758225291, -38.0893161215], [145.2758148077, -38.0893382819], [145.2758389168, -38.0893304825], [145.2758514471, -38.0893407596], [145.2758465216, -38.0893858818], [145.275797737, -38.0894331954], [145.2757974123, -38.0894512339], [145.2758250338, -38.0894775706], [145.2758940076, -38.0894937578], [145.2760565132, -38.0894734361], [145.2764625641, -38.0895195502], [145.2765470418, -38.0895062621], [145.2766218645, -38.0894774075], [145.2766652941, -38.0894202537], [145.2766932094, -38.0893522038], [145.2767186757, -38.0892631844], [145.2767515718, -38.0891421628], [145.2767855132, -38.0889904617], [145.2767821493, -38.0889632901], [145.2768645508, -38.0885093154], [145.2768373618, -38.0884961626], [145.2768210099, -38.0884912036], [145.2767638005, -38.0884927203], [145.2766581896, -38.0884803546], [145.2765396294, -38.0884682774], [145.2763465007, -38.0884486117], [145.276168969, -38.0884291518], [145.2760381495, -38.0884089856], [145.2759484068, -38.0883966581], [145.2759141138, -38.0883895776], [145.2758881685, -38.0883949671], [145.2758688061, -38.0884054113], [145.2758566017, -38.0884210981]]]], ""type"": ""MultiPolygon""}",Oval 2 - Donnelly Reserve,Oval,3977,Turf,Synthetic,129H11,-38.0884211,145.2758566,348840,5782913,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.08842109807701,145.27585660168765/@your+location,17z/data=!4m2!4m1!3e0"
"-38.029913903303864, 145.3263054252024","{""coordinates"": [[[[145.325934484, -38.0292089951], [145.325897659, -38.029220096], [145.3258583381, -38.0292356681], [145.3258425048, -38.0292654535], [145.325626738, -38.0303664561], [145.3256417586, -38.0304073138], [145.3256676485, -38.0304361603], [145.3256919171, -38.030456152], [145.3257311317, -38.0304702284], [145.3258254471, -38.0304912178], [145.3261375265, -38.0305359107], [145.3266514532, -38.0305773092], [145.3267264367, -38.0305645711], [145.3267720788, -38.0305433302], [145.3268312058, -38.0304610285], [145.3268805703, -38.0303561956], [145.3269035217, -38.0302615221], [145.3269153886, -38.0301810442], [145.3268985237, -38.0300814683], [145.32685181, -38.0299300867], [145.326929032, -38.0294993553], [145.326950498, -38.0294164898], [145.3269495704, -38.0293884172], [145.3269364448, -38.0293630247], [145.3269218833, -38.0293474951], [145.3268879311, -38.0293346675], [145.326676687, -38.0293099161], [145.325934484, -38.0292089951]]]], ""type"": ""MultiPolygon""}",Baseball - Cyril Molyneux Reserve,Baseball,3806,Turf,Na,110J7,-38.029209,145.3259345,353107,5789547,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.02920899507364,145.32593448399373/@your+location,17z/data=!4m2!4m1!3e0"
"-38.11623309609356, 145.2710085192919","{""coordinates"": [[[[145.2715146767, -38.1158614278], [145.2706649822, -38.1157530992], [145.2705113116, -38.1166126555], [145.2713442915, -38.1167116107], [145.2715146767, -38.1158614278]]]], ""type"": ""MultiPolygon""}",Soccer Pitch 3 - Cranbourne Soccer Club,Soccer,3977,Turf,Na,133G7,-38.11586143,145.2715147,348434,5779878,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.11586142778328,145.271514676719/@your+location,17z/data=!4m2!4m1!3e0"
"-38.122908126798926, 145.31631421160665","{""coordinates"": [[[[145.3160051515, -38.1221696464], [145.315738038, -38.1235333347], [145.3166133433, -38.1236539113], [145.3168968029, -38.122282814], [145.3160051515, -38.1221696464]]]], ""type"": ""MultiPolygon""}",Rugby Field 1 - Casey Fields,Rugby,3977,Turf,Na,134G8,-38.12216965,145.3160052,352419,5779210,MGA2020 Zone 55,"https://www.google.com.au/maps/dir//-38.12216964638459,145.31600515149705/@your+location,17z/data=!4m2!4m1!3e0"
